ZIP Code,County,SCAN Affirm,SCAN Inspired,SAN Allied,SCAN Strive ,SCAN Balance 
92386,San Bernardino,No,No,No,Yes,Yes
92391,San Bernardino,No,No,No,Yes,Yes
92392,San Bernardino,No,No,No,Yes,Yes
92393,San Bernardino,No,No,No,Yes,Yes
92394,San Bernardino,No,No,No,Yes,Yes
92395,San Bernardino,No,No,No,Yes,Yes
92397,San Bernardino,No,No,No,Yes,Yes
92398,San Bernardino,No,No,No,Yes,Yes
92399,San Bernardino,No,No,No,Yes,Yes
92401,San Bernardino,No,No,No,Yes,Yes
92402,San Bernardino,No,No,No,Yes,Yes
92403,San Bernardino,No,No,No,Yes,Yes
92404,San Bernardino,No,No,No,Yes,Yes
92405,San Bernardino,No,No,No,Yes,Yes
92406,San Bernardino,No,No,No,Yes,Yes
92407,San Bernardino,No,No,No,Yes,Yes
92408,San Bernardino,No,No,No,Yes,Yes
92410,San Bernardino,No,No,No,Yes,Yes
92411,San Bernardino,No,No,No,Yes,Yes
92412,San Bernardino,No,No,No,Yes,Yes
92413,San Bernardino,No,No,No,Yes,Yes
92414,San Bernardino,No,No,No,Yes,Yes
92415,San Bernardino,No,No,No,Yes,Yes
92418,San Bernardino,No,No,No,Yes,Yes
92423,San Bernardino,No,No,No,Yes,Yes
92424,San Bernardino,No,No,No,Yes,Yes
92427,San Bernardino,No,No,No,Yes,Yes
93558,San Bernardino,No,No,No,Yes,Yes
93562,San Bernardino,No,No,No,Yes,Yes
95307,Stanislaus,No,No,No,Yes,Yes
95313,Stanislaus,No,No,No,Yes,Yes
95316,Stanislaus,No,No,No,Yes,Yes
95319,Stanislaus,No,No,No,Yes,Yes
95323,Stanislaus,No,No,No,Yes,Yes
95326,Stanislaus,No,No,No,Yes,Yes
95328,Stanislaus,No,No,No,Yes,Yes
95350,Stanislaus,No,No,No,Yes,Yes
95351,Stanislaus,No,No,No,Yes,Yes
95352,Stanislaus,No,No,No,Yes,Yes
95353,Stanislaus,No,No,No,Yes,Yes
95354,Stanislaus,No,No,No,Yes,Yes
95355,Stanislaus,No,No,No,Yes,Yes
95356,Stanislaus,No,No,No,Yes,Yes
95357,Stanislaus,No,No,No,Yes,Yes
95358,Stanislaus,No,No,No,Yes,Yes
95360,Stanislaus,No,No,No,Yes,Yes
95361,Stanislaus,No,No,No,Yes,Yes
95363,Stanislaus,No,No,No,Yes,Yes
95367,Stanislaus,No,No,No,Yes,Yes
95368,Stanislaus,No,No,No,Yes,Yes
95380,Stanislaus,No,No,No,Yes,Yes
95381,Stanislaus,No,No,No,Yes,Yes
95382,Stanislaus,No,No,No,Yes,Yes
95385,Stanislaus,No,No,No,Yes,Yes
95386,Stanislaus,No,No,No,Yes,Yes
95387,Stanislaus,No,No,No,Yes,Yes
95397,Stanislaus,No,No,No,Yes,Yes
91901,San Diego,Yes,No,No,Yes,Yes
91902,San Diego,Yes,No,No,Yes,Yes
91903,San Diego,Yes,No,No,Yes,Yes
91905,San Diego,Yes,No,No,Yes,Yes
91906,San Diego,Yes,No,No,Yes,Yes
91908,San Diego,Yes,No,No,Yes,Yes
91909,San Diego,Yes,No,No,Yes,Yes
91910,San Diego,Yes,No,No,Yes,Yes
91911,San Diego,Yes,No,No,Yes,Yes
91912,San Diego,Yes,No,No,Yes,Yes
91913,San Diego,Yes,No,No,Yes,Yes
91914,San Diego,Yes,No,No,Yes,Yes
91915,San Diego,Yes,No,No,Yes,Yes
91916,San Diego,Yes,No,No,Yes,Yes
91917,San Diego,Yes,No,No,Yes,Yes
91921,San Diego,Yes,No,No,Yes,Yes
91931,San Diego,Yes,No,No,Yes,Yes
91932,San Diego,Yes,No,No,Yes,Yes
91933,San Diego,Yes,No,No,Yes,Yes
91934,San Diego,Yes,No,No,Yes,Yes
91935,San Diego,Yes,No,No,Yes,Yes
91941,San Diego,Yes,No,No,Yes,Yes
91942,San Diego,Yes,No,No,Yes,Yes
91943,San Diego,Yes,No,No,Yes,Yes
91944,San Diego,Yes,No,No,Yes,Yes
91945,San Diego,Yes,No,No,Yes,Yes
91946,San Diego,Yes,No,No,Yes,Yes
91947,San Diego,Yes,No,No,Yes,Yes
91948,San Diego,Yes,No,No,Yes,Yes
91950,San Diego,Yes,No,No,Yes,Yes
91951,San Diego,Yes,No,No,Yes,Yes
91962,San Diego,Yes,No,No,Yes,Yes
91963,San Diego,Yes,No,No,Yes,Yes
91976,San Diego,Yes,No,No,Yes,Yes
91977,San Diego,Yes,No,No,Yes,Yes
91978,San Diego,Yes,No,No,Yes,Yes
91979,San Diego,Yes,No,No,Yes,Yes
91980,San Diego,Yes,No,No,Yes,Yes
91987,San Diego,Yes,No,No,Yes,Yes
91990,San Diego,Yes,No,No,Yes,Yes
92003,San Diego,Yes,No,No,Yes,Yes
92004,San Diego,Yes,No,No,Yes,Yes
92007,San Diego,Yes,No,No,Yes,Yes
92008,San Diego,Yes,No,No,Yes,Yes
92009,San Diego,Yes,No,No,Yes,Yes
92010,San Diego,Yes,No,No,Yes,Yes
92011,San Diego,Yes,No,No,Yes,Yes
92013,San Diego,Yes,No,No,Yes,Yes
92014,San Diego,Yes,No,No,Yes,Yes
92018,San Diego,Yes,No,No,Yes,Yes
92019,San Diego,Yes,No,No,Yes,Yes
92020,San Diego,Yes,No,No,Yes,Yes
92021,San Diego,Yes,No,No,Yes,Yes
92022,San Diego,Yes,No,No,Yes,Yes
92023,San Diego,Yes,No,No,Yes,Yes
92024,San Diego,Yes,No,No,Yes,Yes
92025,San Diego,Yes,No,No,Yes,Yes
92026,San Diego,Yes,No,No,Yes,Yes
92027,San Diego,Yes,No,No,Yes,Yes
92028,San Diego,Yes,No,No,Yes,Yes
92029,San Diego,Yes,No,No,Yes,Yes
92030,San Diego,Yes,No,No,Yes,Yes
92033,San Diego,Yes,No,No,Yes,Yes
92036,San Diego,Yes,No,No,Yes,Yes
92037,San Diego,Yes,No,No,Yes,Yes
92038,San Diego,Yes,No,No,Yes,Yes
92039,San Diego,Yes,No,No,Yes,Yes
92040,San Diego,Yes,No,No,Yes,Yes
92046,San Diego,Yes,No,No,Yes,Yes
92049,San Diego,Yes,No,No,Yes,Yes
92051,San Diego,Yes,No,No,Yes,Yes
92052,San Diego,Yes,No,No,Yes,Yes
92054,San Diego,Yes,No,No,Yes,Yes
92055,San Diego,Yes,No,No,Yes,Yes
92056,San Diego,Yes,No,No,Yes,Yes
92057,San Diego,Yes,No,No,Yes,Yes
92058,San Diego,Yes,No,No,Yes,Yes
92059,San Diego,Yes,No,No,Yes,Yes
92060,San Diego,Yes,No,No,Yes,Yes
92061,San Diego,Yes,No,No,Yes,Yes
92064,San Diego,Yes,No,No,Yes,Yes
92065,San Diego,Yes,No,No,Yes,Yes
92066,San Diego,Yes,No,No,Yes,Yes
92067,San Diego,Yes,No,No,Yes,Yes
92068,San Diego,Yes,No,No,Yes,Yes
92069,San Diego,Yes,No,No,Yes,Yes
92070,San Diego,Yes,No,No,Yes,Yes
92071,San Diego,Yes,No,No,Yes,Yes
92072,San Diego,Yes,No,No,Yes,Yes
92074,San Diego,Yes,No,No,Yes,Yes
92075,San Diego,Yes,No,No,Yes,Yes
92078,San Diego,Yes,No,No,Yes,Yes
92079,San Diego,Yes,No,No,Yes,Yes
92081,San Diego,Yes,No,No,Yes,Yes
92082,San Diego,Yes,No,No,Yes,Yes
92083,San Diego,Yes,No,No,Yes,Yes
92084,San Diego,Yes,No,No,Yes,Yes
92085,San Diego,Yes,No,No,Yes,Yes
92086,San Diego,Yes,No,No,Yes,Yes
92088,San Diego,Yes,No,No,Yes,Yes
92090,San Diego,Yes,No,No,Yes,Yes
92091,San Diego,Yes,No,No,Yes,Yes
92092,San Diego,Yes,No,No,Yes,Yes
92093,San Diego,Yes,No,No,Yes,Yes
92096,San Diego,Yes,No,No,Yes,Yes
92101,San Diego,Yes,No,No,Yes,Yes
92102,San Diego,Yes,No,No,Yes,Yes
92103,San Diego,Yes,No,No,Yes,Yes
92104,San Diego,Yes,No,No,Yes,Yes
92105,San Diego,Yes,No,No,Yes,Yes
92106,San Diego,Yes,No,No,Yes,Yes
92107,San Diego,Yes,No,No,Yes,Yes
92108,San Diego,Yes,No,No,Yes,Yes
92109,San Diego,Yes,No,No,Yes,Yes
92110,San Diego,Yes,No,No,Yes,Yes
92111,San Diego,Yes,No,No,Yes,Yes
92112,San Diego,Yes,No,No,Yes,Yes
92113,San Diego,Yes,No,No,Yes,Yes
92114,San Diego,Yes,No,No,Yes,Yes
92115,San Diego,Yes,No,No,Yes,Yes
92116,San Diego,Yes,No,No,Yes,Yes
92117,San Diego,Yes,No,No,Yes,Yes
92118,San Diego,Yes,No,No,Yes,Yes
92119,San Diego,Yes,No,No,Yes,Yes
92120,San Diego,Yes,No,No,Yes,Yes
92121,San Diego,Yes,No,No,Yes,Yes
92122,San Diego,Yes,No,No,Yes,Yes
92123,San Diego,Yes,No,No,Yes,Yes
92124,San Diego,Yes,No,No,Yes,Yes
92126,San Diego,Yes,No,No,Yes,Yes
92127,San Diego,Yes,No,No,Yes,Yes
92128,San Diego,Yes,No,No,Yes,Yes
92129,San Diego,Yes,No,No,Yes,Yes
92130,San Diego,Yes,No,No,Yes,Yes
92131,San Diego,Yes,No,No,Yes,Yes
92132,San Diego,Yes,No,No,Yes,Yes
92133,San Diego,Yes,No,No,Yes,Yes
92134,San Diego,Yes,No,No,Yes,Yes
92135,San Diego,Yes,No,No,Yes,Yes
92136,San Diego,Yes,No,No,Yes,Yes
92137,San Diego,Yes,No,No,Yes,Yes
92138,San Diego,Yes,No,No,Yes,Yes
92139,San Diego,Yes,No,No,Yes,Yes
92140,San Diego,Yes,No,No,Yes,Yes
92142,San Diego,Yes,No,No,Yes,Yes
92143,San Diego,Yes,No,No,Yes,Yes
92145,San Diego,Yes,No,No,Yes,Yes
92147,San Diego,Yes,No,No,Yes,Yes
92149,San Diego,Yes,No,No,Yes,Yes
92150,San Diego,Yes,No,No,Yes,Yes
92152,San Diego,Yes,No,No,Yes,Yes
92153,San Diego,Yes,No,No,Yes,Yes
92154,San Diego,Yes,No,No,Yes,Yes
92155,San Diego,Yes,No,No,Yes,Yes
92158,San Diego,Yes,No,No,Yes,Yes
92159,San Diego,Yes,No,No,Yes,Yes
92160,San Diego,Yes,No,No,Yes,Yes
92161,San Diego,Yes,No,No,Yes,Yes
92162,San Diego,Yes,No,No,Yes,Yes
92163,San Diego,Yes,No,No,Yes,Yes
92164,San Diego,Yes,No,No,Yes,Yes
92165,San Diego,Yes,No,No,Yes,Yes
92166,San Diego,Yes,No,No,Yes,Yes
92167,San Diego,Yes,No,No,Yes,Yes
92168,San Diego,Yes,No,No,Yes,Yes
92169,San Diego,Yes,No,No,Yes,Yes
92170,San Diego,Yes,No,No,Yes,Yes
92171,San Diego,Yes,No,No,Yes,Yes
92172,San Diego,Yes,No,No,Yes,Yes
92173,San Diego,Yes,No,No,Yes,Yes
92174,San Diego,Yes,No,No,Yes,Yes
92175,San Diego,Yes,No,No,Yes,Yes
92176,San Diego,Yes,No,No,Yes,Yes
92177,San Diego,Yes,No,No,Yes,Yes
92178,San Diego,Yes,No,No,Yes,Yes
92179,San Diego,Yes,No,No,Yes,Yes
92182,San Diego,Yes,No,No,Yes,Yes
92184,San Diego,Yes,No,No,Yes,Yes
92186,San Diego,Yes,No,No,Yes,Yes
92187,San Diego,Yes,No,No,Yes,Yes
92190,San Diego,Yes,No,No,Yes,Yes
92191,San Diego,Yes,No,No,Yes,Yes
92192,San Diego,Yes,No,No,Yes,Yes
92193,San Diego,Yes,No,No,Yes,Yes
92194,San Diego,Yes,No,No,Yes,Yes
92195,San Diego,Yes,No,No,Yes,Yes
92196,San Diego,Yes,No,No,Yes,Yes
92197,San Diego,Yes,No,No,Yes,Yes
92198,San Diego,Yes,No,No,Yes,Yes
92199,San Diego,Yes,No,No,Yes,Yes
94022,Santa Clara,No,No,No,Yes,Yes
94023,Santa Clara,No,No,No,Yes,Yes
94024,Santa Clara,No,No,No,Yes,Yes
94035,Santa Clara,No,No,No,Yes,Yes
94039,Santa Clara,No,No,No,Yes,Yes
94040,Santa Clara,No,No,No,Yes,Yes
94041,Santa Clara,No,No,No,Yes,Yes
94042,Santa Clara,No,No,No,Yes,Yes
94043,Santa Clara,No,No,No,Yes,Yes
94085,Santa Clara,No,No,No,Yes,Yes
94086,Santa Clara,No,No,No,Yes,Yes
94087,Santa Clara,No,No,No,Yes,Yes
94088,Santa Clara,No,No,No,Yes,Yes
94089,Santa Clara,No,No,No,Yes,Yes
94301,Santa Clara,No,No,No,Yes,Yes
94302,Santa Clara,No,No,No,Yes,Yes
94304,Santa Clara,No,No,No,Yes,Yes
94305,Santa Clara,No,No,No,Yes,Yes
94306,Santa Clara,No,No,No,Yes,Yes
94309,Santa Clara,No,No,No,Yes,Yes
95002,Santa Clara,No,No,No,Yes,Yes
95008,Santa Clara,No,No,No,Yes,Yes
95009,Santa Clara,No,No,No,Yes,Yes
95011,Santa Clara,No,No,No,Yes,Yes
95013,Santa Clara,No,No,No,Yes,Yes
95014,Santa Clara,No,No,No,Yes,Yes
95015,Santa Clara,No,No,No,Yes,Yes
95020,Santa Clara,No,No,No,Yes,Yes
95021,Santa Clara,No,No,No,Yes,Yes
95026,Santa Clara,No,No,No,Yes,Yes
95030,Santa Clara,No,No,No,Yes,Yes
95031,Santa Clara,No,No,No,Yes,Yes
95032,Santa Clara,No,No,No,Yes,Yes
95035,Santa Clara,No,No,No,Yes,Yes
95036,Santa Clara,No,No,No,Yes,Yes
95037,Santa Clara,No,No,No,Yes,Yes
95038,Santa Clara,No,No,No,Yes,Yes
95042,Santa Clara,No,No,No,Yes,Yes
95044,Santa Clara,No,No,No,Yes,Yes
95046,Santa Clara,No,No,No,Yes,Yes
95050,Santa Clara,No,No,No,Yes,Yes
95051,Santa Clara,No,No,No,Yes,Yes
95052,Santa Clara,No,No,No,Yes,Yes
95053,Santa Clara,No,No,No,Yes,Yes
95054,Santa Clara,No,No,No,Yes,Yes
95055,Santa Clara,No,No,No,Yes,Yes
95056,Santa Clara,No,No,No,Yes,Yes
95070,Santa Clara,No,No,No,Yes,Yes
95071,Santa Clara,No,No,No,Yes,Yes
95101,Santa Clara,No,No,No,Yes,Yes
95103,Santa Clara,No,No,No,Yes,Yes
95106,Santa Clara,No,No,No,Yes,Yes
95108,Santa Clara,No,No,No,Yes,Yes
95109,Santa Clara,No,No,No,Yes,Yes
95110,Santa Clara,No,No,No,Yes,Yes
95111,Santa Clara,No,No,No,Yes,Yes
95112,Santa Clara,No,No,No,Yes,Yes
95113,Santa Clara,No,No,No,Yes,Yes
95115,Santa Clara,No,No,No,Yes,Yes
95116,Santa Clara,No,No,No,Yes,Yes
95117,Santa Clara,No,No,No,Yes,Yes
95118,Santa Clara,No,No,No,Yes,Yes
95119,Santa Clara,No,No,No,Yes,Yes
95120,Santa Clara,No,No,No,Yes,Yes
95121,Santa Clara,No,No,No,Yes,Yes
95122,Santa Clara,No,No,No,Yes,Yes
95123,Santa Clara,No,No,No,Yes,Yes
95124,Santa Clara,No,No,No,Yes,Yes
95125,Santa Clara,No,No,No,Yes,Yes
95126,Santa Clara,No,No,No,Yes,Yes
95127,Santa Clara,No,No,No,Yes,Yes
95128,Santa Clara,No,No,No,Yes,Yes
95129,Santa Clara,No,No,No,Yes,Yes
95130,Santa Clara,No,No,No,Yes,Yes
95131,Santa Clara,No,No,No,Yes,Yes
95132,Santa Clara,No,No,No,Yes,Yes
95133,Santa Clara,No,No,No,Yes,Yes
95134,Santa Clara,No,No,No,Yes,Yes
95135,Santa Clara,No,No,No,Yes,Yes
95136,Santa Clara,No,No,No,Yes,Yes
95138,Santa Clara,No,No,No,Yes,Yes
95139,Santa Clara,No,No,No,Yes,Yes
95140,Santa Clara,No,No,No,Yes,Yes
95141,Santa Clara,No,No,No,Yes,Yes
95148,Santa Clara,No,No,No,Yes,Yes
95150,Santa Clara,No,No,No,Yes,Yes
95151,Santa Clara,No,No,No,Yes,Yes
95152,Santa Clara,No,No,No,Yes,Yes
95153,Santa Clara,No,No,No,Yes,Yes
95154,Santa Clara,No,No,No,Yes,Yes
95155,Santa Clara,No,No,No,Yes,Yes
95156,Santa Clara,No,No,No,Yes,Yes
95157,Santa Clara,No,No,No,Yes,Yes
95158,Santa Clara,No,No,No,Yes,Yes
95159,Santa Clara,No,No,No,Yes,Yes
95160,Santa Clara,No,No,No,Yes,Yes
95161,Santa Clara,No,No,No,Yes,Yes
95164,Santa Clara,No,No,No,Yes,Yes
95170,Santa Clara,No,No,No,Yes,Yes
95172,Santa Clara,No,No,No,Yes,Yes
95173,Santa Clara,No,No,No,Yes,Yes
95190,Santa Clara,No,No,No,Yes,Yes
95191,Santa Clara,No,No,No,Yes,Yes
95192,Santa Clara,No,No,No,Yes,Yes
95193,Santa Clara,No,No,No,Yes,Yes
95194,Santa Clara,No,No,No,Yes,Yes
95196,Santa Clara,No,No,No,Yes,Yes
94501,Alameda,No,No,No,Yes,Yes
94502,Alameda,No,No,No,Yes,Yes
94536,Alameda,No,No,No,Yes,Yes
94537,Alameda,No,No,No,Yes,Yes
94538,Alameda,No,No,No,Yes,Yes
94539,Alameda,No,No,No,Yes,Yes
94540,Alameda,No,No,No,Yes,Yes
94541,Alameda,No,No,No,Yes,Yes
94542,Alameda,No,No,No,Yes,Yes
94543,Alameda,No,No,No,Yes,Yes
94544,Alameda,No,No,No,Yes,Yes
94545,Alameda,No,No,No,Yes,Yes
94546,Alameda,No,No,No,Yes,Yes
94550,Alameda,No,No,No,Yes,Yes
94551,Alameda,No,No,No,Yes,Yes
94552,Alameda,No,No,No,Yes,Yes
94555,Alameda,No,No,No,Yes,Yes
94557,Alameda,No,No,No,Yes,Yes
94560,Alameda,No,No,No,Yes,Yes
94566,Alameda,No,No,No,Yes,Yes
94568,Alameda,No,No,No,Yes,Yes
94577,Alameda,No,No,No,Yes,Yes
94578,Alameda,No,No,No,Yes,Yes
94579,Alameda,No,No,No,Yes,Yes
94580,Alameda,No,No,No,Yes,Yes
94586,Alameda,No,No,No,Yes,Yes
94587,Alameda,No,No,No,Yes,Yes
94588,Alameda,No,No,No,Yes,Yes
94601,Alameda,No,No,No,Yes,Yes
94602,Alameda,No,No,No,Yes,Yes
94603,Alameda,No,No,No,Yes,Yes
94604,Alameda,No,No,No,Yes,Yes
94605,Alameda,No,No,No,Yes,Yes
94606,Alameda,No,No,No,Yes,Yes
94607,Alameda,No,No,No,Yes,Yes
94608,Alameda,No,No,No,Yes,Yes
94609,Alameda,No,No,No,Yes,Yes
94610,Alameda,No,No,No,Yes,Yes
94611,Alameda,No,No,No,Yes,Yes
94612,Alameda,No,No,No,Yes,Yes
94613,Alameda,No,No,No,Yes,Yes
94614,Alameda,No,No,No,Yes,Yes
94615,Alameda,No,No,No,Yes,Yes
94617,Alameda,No,No,No,Yes,Yes
94618,Alameda,No,No,No,Yes,Yes
94619,Alameda,No,No,No,Yes,Yes
94620,Alameda,No,No,No,Yes,Yes
94621,Alameda,No,No,No,Yes,Yes
94622,Alameda,No,No,No,Yes,Yes
94623,Alameda,No,No,No,Yes,Yes
94624,Alameda,No,No,No,Yes,Yes
94625,Alameda,No,No,No,Yes,Yes
94649,Alameda,No,No,No,Yes,Yes
94659,Alameda,No,No,No,Yes,Yes
94660,Alameda,No,No,No,Yes,Yes
94661,Alameda,No,No,No,Yes,Yes
94662,Alameda,No,No,No,Yes,Yes
94666,Alameda,No,No,No,Yes,Yes
94701,Alameda,No,No,No,Yes,Yes
94702,Alameda,No,No,No,Yes,Yes
94703,Alameda,No,No,No,Yes,Yes
94704,Alameda,No,No,No,Yes,Yes
94705,Alameda,No,No,No,Yes,Yes
94706,Alameda,No,No,No,Yes,Yes
94707,Alameda,No,No,No,Yes,Yes
94708,Alameda,No,No,No,Yes,Yes
94709,Alameda,No,No,No,Yes,Yes
94710,Alameda,No,No,No,Yes,Yes
94712,Alameda,No,No,No,Yes,Yes
94720,Alameda,No,No,No,Yes,Yes
93601,Madera,No,No,No,Yes,Yes
93604,Madera,No,No,No,Yes,Yes
93610,Madera,No,No,No,Yes,Yes
93614,Madera,No,No,No,Yes,Yes
93636,Madera,No,No,No,Yes,Yes
93637,Madera,No,No,No,Yes,Yes
93638,Madera,No,No,No,Yes,Yes
93639,Madera,No,No,No,Yes,Yes
93643,Madera,No,No,No,Yes,Yes
93644,Madera,No,No,No,Yes,Yes
93645,Madera,No,No,No,Yes,Yes
93653,Madera,No,No,No,Yes,Yes
93669,Madera,No,No,No,Yes,Yes
94002,San Mateo,No,No,Yes,Yes,Yes
94005,San Mateo,No,No,Yes,Yes,Yes
94010,San Mateo,No,No,Yes,Yes,Yes
94011,San Mateo,No,No,Yes,Yes,Yes
94013,San Mateo,No,No,Yes,Yes,Yes
94014,San Mateo,No,No,Yes,Yes,Yes
94015,San Mateo,No,No,Yes,Yes,Yes
94016,San Mateo,No,No,Yes,Yes,Yes
94017,San Mateo,No,No,Yes,Yes,Yes
94018,San Mateo,No,No,Yes,Yes,Yes
94019,San Mateo,No,No,Yes,Yes,Yes
94020,San Mateo,No,No,Yes,Yes,Yes
94021,San Mateo,No,No,Yes,Yes,Yes
94025,San Mateo,No,No,Yes,Yes,Yes
94026,San Mateo,No,No,Yes,Yes,Yes
94027,San Mateo,No,No,Yes,Yes,Yes
94028,San Mateo,No,No,Yes,Yes,Yes
94030,San Mateo,No,No,Yes,Yes,Yes
94037,San Mateo,No,No,Yes,Yes,Yes
94038,San Mateo,No,No,Yes,Yes,Yes
94044,San Mateo,No,No,Yes,Yes,Yes
94060,San Mateo,No,No,Yes,Yes,Yes
94061,San Mateo,No,No,Yes,Yes,Yes
94062,San Mateo,No,No,Yes,Yes,Yes
94063,San Mateo,No,No,Yes,Yes,Yes
94064,San Mateo,No,No,Yes,Yes,Yes
94065,San Mateo,No,No,Yes,Yes,Yes
94066,San Mateo,No,No,Yes,Yes,Yes
94070,San Mateo,No,No,Yes,Yes,Yes
94074,San Mateo,No,No,Yes,Yes,Yes
94080,San Mateo,No,No,Yes,Yes,Yes
94083,San Mateo,No,No,Yes,Yes,Yes
94128,San Mateo,No,No,Yes,Yes,Yes
94303,San Mateo,No,No,Yes,Yes,Yes
94401,San Mateo,No,No,Yes,Yes,Yes
94402,San Mateo,No,No,Yes,Yes,Yes
94403,San Mateo,No,No,Yes,Yes,Yes
94404,San Mateo,No,No,Yes,Yes,Yes
94497,San Mateo,No,No,Yes,Yes,Yes
91319,Ventura,No,No,No,Yes,No
91320,Ventura,No,No,No,Yes,No
91358,Ventura,No,No,No,Yes,No
91360,Ventura,No,No,No,Yes,No
91361,Ventura,No,No,No,Yes,No
91362,Ventura,No,No,No,Yes,No
91377,Ventura,No,No,No,Yes,No
93001,Ventura,No,No,No,Yes,No
93002,Ventura,No,No,No,Yes,No
93003,Ventura,No,No,No,Yes,No
93004,Ventura,No,No,No,Yes,No
93005,Ventura,No,No,No,Yes,No
93006,Ventura,No,No,No,Yes,No
93007,Ventura,No,No,No,Yes,No
93009,Ventura,No,No,No,Yes,No
93010,Ventura,No,No,No,Yes,No
93011,Ventura,No,No,No,Yes,No
93012,Ventura,No,No,No,Yes,No
93015,Ventura,No,No,No,Yes,No
93016,Ventura,No,No,No,Yes,No
93020,Ventura,No,No,No,Yes,No
93021,Ventura,No,No,No,Yes,No
93022,Ventura,No,No,No,Yes,No
93023,Ventura,No,No,No,Yes,No
93024,Ventura,No,No,No,Yes,No
93030,Ventura,No,No,No,Yes,No
93031,Ventura,No,No,No,Yes,No
93032,Ventura,No,No,No,Yes,No
93033,Ventura,No,No,No,Yes,No
93034,Ventura,No,No,No,Yes,No
93035,Ventura,No,No,No,Yes,No
93036,Ventura,No,No,No,Yes,No
93040,Ventura,No,No,No,Yes,No
93041,Ventura,No,No,No,Yes,No
93042,Ventura,No,No,No,Yes,No
93043,Ventura,No,No,No,Yes,No
93044,Ventura,No,No,No,Yes,No
93060,Ventura,No,No,No,Yes,No
93061,Ventura,No,No,No,Yes,No
93062,Ventura,No,No,No,Yes,No
93063,Ventura,No,No,No,Yes,No
93064,Ventura,No,No,No,Yes,No
93065,Ventura,No,No,No,Yes,No
93066,Ventura,No,No,No,Yes,No
93093,Ventura,No,No,No,Yes,No
93094,Ventura,No,No,No,Yes,No
93099,Ventura,No,No,No,Yes,No
